id,bike,age,sex,condition
2006010206-000732, ,66,F,02
2006010206-011737, ,57,F,02
2006010206-019496,Y,42,M,02
2006010206-021181, ,15,F,02
2006010206-037773, ,46,M,02
2006010206-053016,Y,13,M,02
2006010206-054573, ,23,F,02
2006010206-057821, ,18,F,02
2006010206-067515, ,26,M,  
2006010206-067515, ,26,M,02
2006010206-096604, ,24,F,02
2006010206-101441,Y,22,M,02
2006010206-114375,Y,28,F,02
2006010206-133019, ,47,F,02
2006010206040356, ,49,M,  
2006010206040356, ,49,M,02
2006010206045861, ,18,F,  
2006010206045861, ,18,F,02
2006010420606365, ,31,M,02
200601072006-3612,Y,15,M,  
200601072006-3612, ,15,M,02
2006011106-18526,Y,15,M,02
2006011106-18708, ,85,M,02
2006011106-35914, ,11,M,02
200601112006-00027181, ,21,M,02
2006011206-55560, ,,M,  
2006011206-55560, ,16,M,02
2006011206-973, ,16,M,02
2006011606-06473, ,62,M,02
200601192006-12902, ,42,M,02
200601192006-25208, ,20,M,02
200601192006-26939, ,6,M,02
200601212006-1583, ,9,F,  
200601212006-1583, ,9,F,02
20060122I-2006-12763, ,88,F,02
20060122I-2006-13991, ,38,F,02
20060122I-2006-13991, ,38,F,  
2006020206-40,Y,41,F,02
200602062006-472, ,71,F,02
200602062006-472, ,73,M,  
200602062006-472, ,71,F,  
200602072006-019037, ,54,F,02
20060210D2006-261, ,79,M,02
200602112006-001223, ,55,F,02
20060215R205(A)-06, ,28,M,02
20060215R360(A)06, ,69,M,02
20060215R576-06,Y,29,M,02
2006021806-185-AC, ,45,M,04
20060219I-2006-006731, ,67,F,02
20060219I-2006-023733, ,73,F,02
20060221A6-063, ,27,M,02
20060221A6-763, ,60,M,02
20060221A6-771,Y,43,M,02
2006022306-06853, ,65,M,02
200602230604452, ,50,M,02
200602230606645, ,59,M,02
200602230609695, ,0,M,02
200602230622867, ,30,M,02
2006022506-5146,Y,9,M,02
200602312006-009683, ,11,M,02
2006023206-000085, ,60,F,02
2006024306-MV-51, ,15,M,02
2006024606-36891, ,44,M,02
2006025006-12475,Y,26,M,  
2006025006-12475, ,26,M,02
2006025106-18224, ,15,F,02
200602512006-10661, ,15,F,02
20060262T-06-76, ,38,M,02
2006026306-113, ,2,M,02
2006026306-132, ,,M,  
2006026306-132, ,42,M,02
2006026506-2959, ,21,M,02
200603062006-22157, ,48,F,02
2006030834553-06, ,44,F,02
2006031306-21626, ,81,M,02
2006031306-4263, ,39,M,02
2006031306-6959, ,45,M,02
200603132006-22066, ,18,M,02
200603152006-2477,Y,6,M,02
200603152006-7207, ,28,F,02
2006031906-14316, ,74,M,02
2006031906-14316, ,45,M,03
20060319MVA0819, ,45,M,02
200603202006-540,Y,30,M,02
2006032306-11219, ,65,F,02
200603242006-28442, ,77,F,02
200603292006-6296, ,44,F,02
2006033860014887, ,12,M,02
20060407200600651, ,16,F,02
2006040806-05-05-359, ,27,M,02
2006040806-08-17-291, ,65,M,03
2006040806-08-17-291, ,41,F,02
2006040806-08-17-291, ,41,F,04
2006040806-11065, ,49,F,04
20060408060106264, ,15,F,02
20060408060106264, ,13,M,03
20060408060313-156, ,83,M,02
20060408060531123,Y,31,M,02
20060408060620174, ,9,M,02
20060408060807-172, ,21,F,02
20060408060807200, ,38,M,02
20060408060822-308,Y,54,M,02
20060408061010-298, ,16,M,02
20060408065-20-240, ,24,M,02
2006040820060916320, ,10,M,02
2006040906-17653, ,45,M,02
2006040906-36710, ,21,M,02
2006040906-54352, ,59,M,02
2006040906-66498, ,27,F,02
200604112006-036,Y,18,M,02
200604112006-265, ,16,M,02
200604122006-08926, ,44,M,  
200604122006-08926, ,44,M,02
20060413A-06-147,Y,14,M,  
20060414060196914, ,12,M,02
2006041506-6502,Y,46,M,02
200604150631559, ,16,F,02
200604152006-35564, ,20,M,02
2006041606-273-A, ,46,M,02
2006041606-436-A, ,42,M,02
2006041706-189, ,71,F,02
2006042206-001699, ,16,F,02
2006042206-006313,Y,13,M,02
2006042706-3739,Y,32,M,02
2006042706-39527, ,24,M,02
200604282006003038, ,47,F,02
200604282006003765, ,23,M,02
20060435618-06, ,20,F,02
200604362006-11901, ,39,M,02
200604362006-3038, ,29,M,02
200604362006-33472, ,49,F,  
200604362006-33472, ,49,F,02
20060501A-72-06,Y,7,M,02
200605052006-000176, ,76,M,  
200605052006-000176, ,76,M,02
200605062006-15844, ,74,F,  
200605062006-15844, ,74,F,02
200605062006-28134,Y,5,M,02
20060508PD-06-18064, ,39,F,02
2006050920609106, ,9,F,02
200605122006-011555,Y,10,M,02
200605152006-001644, ,36,M,02
2006060106-12759,Y,22,M,02
2006060106-16510,Y,11,M,02
2006060106-25356, ,27,F,02
2006060122569-06, ,28,F,04
20060601BR-19727-06,Y,42,M,02
20060607A040-2006-00506A, ,22,M,02
2006061006030336, ,16,F,02
2006061439083-06, ,1,M,02
200607012006-16630, ,16,M,02
2006070120069112, ,58,M,02
2006070120069619, ,24,M,02
2006070206-1628, ,7,M,  
2006070206-1628, ,7,M,02
2006070206-1628, ,7,M,  
2006070206-8529, ,21,M,  
2006070206-8535, ,91,M,02
2006070206-9595, ,6,F,02
200607022006-6459, ,13,F,02
200607022006-6459, ,13,F,03
2006070406-01029, ,35, ,04
200607042006-2762, ,53,F,02
200607072006-3304, ,19,M,  
200607072006-3304, ,19,M,02
2006070906-3214, ,,M,02
2006070906-37409, ,35,M,02
2006070906-50427, ,50,F,02
200607092006-55158, ,44,F,02
200607092006/30124, ,9,M,02
200607092006/3789, ,71,F,02
20060709E040200600756A, ,30,F,  
20060709E040200600756A, ,30,F,02
2006071006-10125,Y,16,M,02
2006071006-12641, ,76,M,  
2006071006-12641, ,76,M,02
2006071206-003536, ,65,F,02
2006071206-13670,Y,45,F,02
2006071206-13795, ,69,M,02
2006071206-3877, ,,M,  
2006071206-3877, ,3,M,02
20060713RED206, ,56,F,02
20060713RED206, ,59, ,  
20060713RED301, ,17,M,02
20060713RED341, ,5,M,02
2006071406-101679, ,13,M,02
2006071406-101679, ,13,F,  
2006071406-26492, ,18,F,02
2006071406-69634, ,52,F,04
2006071406-85586, ,61,M,02
20060714103090-06, ,54,F,02
2006071427640, ,11,M,02
2006071456927, ,22,F,02
2006071459723,Y,8,M,02
2006071464241-06, ,34,M,02
2006071473533-06, ,13,M,  
2006071473533-06, ,13,M,02
20060714B130200603604A, ,9,M,02
20060714CC#06-70599, ,26,F,02
2006071606-012038, ,5,M,02
2006071606-11213, ,18,M,  
2006071606-11213, ,18,M,02
2006071706-2320, ,21,F,02
2006071706-30941, ,77,F,04
2006072206-24392, ,16,F,02
2006072206-37268, ,50,F,02
200608052006-3564, ,44,M,02
200608062006-00010728, ,26,M,02
20060806200600025078, ,56,M,02
2006080806-10520, ,27,M,  
2006080806-10520, ,27,M,02
200608102006-086, ,23,M,02
2006081106-26430, ,16,M,02
2006081106-8959, ,24,M,02
2006081106-8959, ,37,M,02
2006081806-22481,Y,14,M,02
2006081806-27592,Y,14,M,02
2006081806-27990, ,28,M,02
2006081806-43133, ,46,M,02
20060818`, ,29,M,02
20060820200600014710, ,17,M,02
200609012006-16025, ,46,M,02
200609012006-85887, ,87, ,02
2006090306-10717, ,33,M,02
2006090506-9324, ,24,M,02
200609052006-03634, ,61,M,02
2006090610977-06, ,38,M,02
2006090612178-06, ,13,F,02
2006090616184/06, ,27,M,02
2006090617185-06, ,88,M,02
2006090617854-06,Y,26,M,02
2006090617943-06, ,,M,02
2006090618238-06, ,70,F,02
2006090623103-06,Y,34, ,  
2006090629792-06, ,15,M,02
2006090632077-06,Y,11,M,02
2006090634683-06, ,47,M,02
2006090635653-06, ,47,F,02
2006090635892-06, ,78,M,02
2006090706-22194, ,22,M,02
2006090706-23621, ,41,F,02
2006090806-052866, ,57,M,02
200609086047970, ,,M,02
2006091006-16184, ,38,F,02
2006091006-56123, ,74,F,02
2006091206-018211, ,,F,02
2006101706-2085,Y,61,M,02
20061019104/06, ,22,M,02
20061019104/06, ,23,M,  
2006102106-599, ,37,M,02
2006110106-12382, ,61,M,02
2006110106-14256, ,48,M,02
