id,bike,age,sex,condition
201404252014002193,Y,22,F,02
20140505I-2014-022254,Y,54,M,02
20140506I-2014-33654, ,,M,  
20140506I-2014-33654, ,27,M,02
20140506I-2014-36380, ,39,M,02
20140506I-2014-39633, ,51,M,02
2014050714-40584,Y,,F,  
2014050714-40584,Y,52,F,02
2014050814-17718,Y,15,M,02
20140508PD-14-32209, ,54,M,02
201405142014-022891, ,16,M,02
20140604A100-2014-00548A, ,34,F,02
20140614A090-2014-00211A, ,22,M,02
201407012014-22854, ,23,F,02
201407012014-22854, ,12,F,02
201407012014-22854, ,3,M,02
201407012014-2290, ,77,M,02
201407012014-22988, ,10,M,02
201407012014-22988, ,19,F,02
2014070214-20838, ,20,M,02
2014070214-6251, ,,F,  
2014070214-6251, ,90,F,02
2014070214-6683, ,70,M,02
2014070414-09646, ,11,M,02
201407042014-1827, ,48,M,02
2014070814-12403, ,41,M,02
2014071114-21305, ,33,F,02
2014071314-RED-035, ,40,M,02
2014071314-RED-095, ,36,M,02
2014071314RED1194, ,54,M,02
2014071314RED1222, ,17,M,02
2014071401260, ,18,M,02
2014071413893-14, ,42,M,02
2014071414-129, ,27,M,02
2014071414-16017, ,67,M,02
2014071414-18891, ,44,F,02
2014071414-22536,Y,12,M,02
2014071414-25339, ,18,M,02
2014071414-27003,Y,32,M,02
2014071414-31152, ,44,F,02
2014071414-42259, ,49,M,02
2014071414-42380,Y,25,M,02
2014071414-42899,Y,12,M,02
2014071414-47497, ,40,F,02
2014071414-52848, ,27,M,02
2014071414-54882, ,22,M,02
2014071414-65694, ,66,F,02
201407142014-12978, ,30,M,02
201407142014-53137, ,35,M,02
2014071614-28277, ,50,M,02
2014071914-8327, ,,F,  
2014071914-8327, ,78,F,02
2014072214001926, ,57,F,02
201408052014013578, ,29,F,02
20140807201413908, ,37,M,02
201408112014019203, ,22,F,02
2014090414-012218, ,60,F,02
201409061594-14, ,32,M,02
201409062276/2014, ,, ,  
2014090627108-14, ,41,F,02
2014090627108-14, ,3,F,  
20140906498-14, ,16,M,02
201409068012-14, ,52,F,02
2014090914-011886, ,52,M,02
2014090914-019375, ,22,M,02
2014091014079034, ,29,M,02
2014091014090046, ,41,M,02
2014091114-04-15-009265,Y,18,M,02
20140912I-2014-000123, ,47,F,02
2014102114035343, ,43,M,02
2014102114120694, ,49,M,02
2014110114-10217, ,69,M,02
20141102I-2014-006065, ,17,F,02
20141102I-2014-014119, ,26,F,02
20141102I-2014-021701, ,62,M,02
2014111114003612, ,31,M,02
2014111114011681, ,60,M,02
2014111114012313, ,43,M,02
2014111414-28992, ,,M,  
2014111414-28992, ,54,M,02
2014111414-28992, ,8,M,02
20141202I-2014-006953,Y,52,M,02
2014120414-38104, ,21,M,02
2014120414-69972, ,44,F,02
2014120514051999, ,24,F,02
2014120514060776, ,18,M,02
2014120814-6425, ,,M,02
2014121414-00052, ,35,M,02
2014121414-13910, ,18,F,02
2014121614051045, ,71,M,02
2014121714014070, ,37,M,02
20141221D010-2014-00312A, ,46,F,02
20141221I-2014-051733, ,32,F,02
2014122514014846, ,50,M,02
2014122514022988, ,27,M,02
2014122514045526, ,43,F,02
2014130314AP10798, ,25,M,02
201413062014-270, ,51,M,02
2014130914CN11013, ,48,M,02
2014131514-448, ,52,M,02
2014131514-466, ,18,M,02
2014131614FT15660,Y,19,M,02
2014131614FT24855,Y,17,M,02
2014131614FT25730, ,,M,  
2014131614FT25730, ,19,M,02
2014131914-31002-AC, ,15,M,02
2014131914-51963-AC, ,59,M,02
2014132114-290, ,16,M,02
20141323I-2014-005560, ,78,M,02
20141324LAPD2014-001417, ,59,F,02
2014133414NT01251, ,50,F,02
2014133414NT26943, ,31,M,02
2014133414NT28813,Y,24,M,02
2014133914-110-AC, ,38,M,02
2014133914-218-AC, ,55,M,02
2014134014-13487, ,85,F,02
2014134014-13487, ,,M,  
20141343MV2014-009, ,21,M,02
201414092014-003757, ,53,F,02
2014141014-03150, ,23,F,02
2014141614-03930,Y,43,F,02
201414242014-033379, ,65,F,02
201414282014-003984, ,36,M,02
201414302014-002076, ,85,F,02
201415062014-00054967, ,64,M,02
2014150714-33107, ,,M,  
2014150714-33107, ,23,M,02
2014150714-44669,Y,,M,  
2014150714-44669,Y,32,M,02
2014150714-52431, ,19,M,02
20141511I-2014-010448, ,52,M,02
20141511I-2014-047897, ,50,M,02
2014151414-001877, ,24,F,02
2014151414-001877, ,2,M,  
2014151414-001877, ,1,M,  
2014151414-027055, ,16,M,02
2014151414-062440, ,21,M,02
2014151414-077183, ,67,F,02
20141514E030-2014-01206A, ,66,M,02
2014151614-16079, ,65,F,02
2014151614-16079, ,57,M,03
201415182014-625, ,82,M,02
201415182014-625,Y,,M,  
20141520I-2014-22036,Y,49,M,02
20141520I-2014-31138, ,61,M,02
2014152514-291,Y,15,M,02
2014153314044586,Y,16,M,02
2014160214-100718, ,99,M,02
2014160214-12302, ,16,M,02
2014160214-3914, ,,F,  
2014160214-3914, ,68,F,02
201416022014-11291, ,41,F,02
2014160314-01316,Y,13,M,02
2014160814-070104,Y,12,M,02
2014160814-093798,Y,62,M,02
2014160814-095880, ,55,M,02
2014160814-108778, ,58,F,02
2014160814-1109812, ,,M,  
2014160814-115424, ,41,F,02
2014160814-115424, ,50,M,  
2014160814-115424, ,42,F,02
2014160814-115864, ,,F,02
20141803I-2014-010963, ,,F,  
20141803I-2014-010963, ,12,F,02
2014181114084436, ,6,M,02
20141814I-N2014-034683, ,,M,  
20141814I-N2014-034683, ,66,M,02
20141906FP2014-002465, ,21,F,02
2014200214-21938, ,55,F,02
20142009PD-14-43429, ,41,M,02
2014201414-7289, ,60,F,02
2014201514-21469,Y,14,F,02
20142019UP-00356-14UP-0055?, ,47,M,02
20142019UP-05836-14UP-0916?, ,79,M,02
2014210814-00150, ,57,M,02
